for_Plot_SP_Col,For_type.x,PLOT.x,Species.x.x,Coll_No.x.x,Termi.assum.x,n.x,for_Plot.x,for_Plot_SP.x,n_absence,Termi.assum.y,n.y,n_presence
OC_271_Castanopsis_mekongensis_Coll_4,OC,271,Castanopsis_mekongensis,Coll_4,0,5,OC_271,OC_271_Castanopsis_mekongensis,5,1,0,0
OC_271_Castanopsis_mekongensis_Coll_5,OC,271,Castanopsis_mekongensis,Coll_5,0,5,OC_271,OC_271_Castanopsis_mekongensis,5,1,0,0
OC_271_Castanopsis_mekongensis_Coll_6,OC,271,Castanopsis_mekongensis,Coll_6,0,3,OC_271,OC_271_Castanopsis_mekongensis,3,1,2,2
OC_271_Litsea_cubeba_Coll_1,OC,271,Litsea_cubeba,Coll_1,0,4,OC_271,OC_271_Litsea_cubeba,4,1,1,1
OC_271_Litsea_cubeba_Coll_2,OC,271,Litsea_cubeba,Coll_2,0,5,OC_271,OC_271_Litsea_cubeba,5,1,0,0
OC_271_Litsea_cubeba_Coll_3,OC,271,Litsea_cubeba,Coll_3,0,5,OC_271,OC_271_Litsea_cubeba,5,1,0,0
OC_271_Litsea_cubeba_Coll_4,OC,271,Litsea_cubeba,Coll_4,0,3,OC_271,OC_271_Litsea_cubeba,3,1,1,1
OC_271_Litsea_cubeba_Coll_5,OC,271,Litsea_cubeba,Coll_5,0,4,OC_271,OC_271_Litsea_cubeba,4,1,1,1
OC_271_Litsea_cubeba_Coll_6,OC,271,Litsea_cubeba,Coll_6,0,3,OC_271,OC_271_Litsea_cubeba,3,1,2,2
OC_372_Castanopsis_mekongensis_Coll_1,OC,372,Castanopsis_mekongensis,Coll_1,0,5,OC_372,OC_372_Castanopsis_mekongensis,5,1,0,0
OC_372_Castanopsis_mekongensis_Coll_2,OC,372,Castanopsis_mekongensis,Coll_2,0,5,OC_372,OC_372_Castanopsis_mekongensis,5,1,0,0
OC_372_Castanopsis_mekongensis_Coll_3,OC,372,Castanopsis_mekongensis,Coll_3,0,5,OC_372,OC_372_Castanopsis_mekongensis,5,1,0,0
OC_372_Castanopsis_mekongensis_Coll_4,OC,372,Castanopsis_mekongensis,Coll_4,0,5,OC_372,OC_372_Castanopsis_mekongensis,5,1,0,0
OC_372_Castanopsis_mekongensis_Coll_5,OC,372,Castanopsis_mekongensis,Coll_5,0,5,OC_372,OC_372_Castanopsis_mekongensis,5,1,0,0
OC_372_Castanopsis_mekongensis_Coll_6,OC,372,Castanopsis_mekongensis,Coll_6,0,5,OC_372,OC_372_Castanopsis_mekongensis,5,1,0,0
OC_372_Litsea_cubeba_Coll_1,OC,372,Litsea_cubeba,Coll_1,0,5,OC_372,OC_372_Litsea_cubeba,5,1,0,0
OC_372_Litsea_cubeba_Coll_2,OC,372,Litsea_cubeba,Coll_2,0,5,OC_372,OC_372_Litsea_cubeba,5,1,0,0
OC_372_Litsea_cubeba_Coll_3,OC,372,Litsea_cubeba,Coll_3,0,5,OC_372,OC_372_Litsea_cubeba,5,1,0,0
OC_372_Litsea_cubeba_Coll_4,OC,372,Litsea_cubeba,Coll_4,0,5,OC_372,OC_372_Litsea_cubeba,5,1,0,0
OC_372_Litsea_cubeba_Coll_5,OC,372,Litsea_cubeba,Coll_5,0,5,OC_372,OC_372_Litsea_cubeba,5,1,0,0
OC_372_Litsea_cubeba_Coll_6,OC,372,Litsea_cubeba,Coll_6,0,4,OC_372,OC_372_Litsea_cubeba,4,1,1,1
OC_381_Castanopsis_mekongensis_Coll_1,OC,381,Castanopsis_mekongensis,Coll_1,0,5,OC_381,OC_381_Castanopsis_mekongensis,5,1,0,0
OC_381_Castanopsis_mekongensis_Coll_2,OC,381,Castanopsis_mekongensis,Coll_2,0,4,OC_381,OC_381_Castanopsis_mekongensis,4,1,1,1
OC_381_Castanopsis_mekongensis_Coll_3,OC,381,Castanopsis_mekongensis,Coll_3,0,3,OC_381,OC_381_Castanopsis_mekongensis,3,1,1,1
OC_381_Castanopsis_mekongensis_Coll_4,OC,381,Castanopsis_mekongensis,Coll_4,0,3,OC_381,OC_381_Castanopsis_mekongensis,3,1,1,1
OC_381_Castanopsis_mekongensis_Coll_5,OC,381,Castanopsis_mekongensis,Coll_5,0,2,OC_381,OC_381_Castanopsis_mekongensis,2,1,1,1
OC_381_Castanopsis_mekongensis_Coll_6,OC,381,Castanopsis_mekongensis,Coll_6,0,4,OC_381,OC_381_Castanopsis_mekongensis,4,1,1,1
OC_381_Litsea_cubeba_Coll_1,OC,381,Litsea_cubeba,Coll_1,0,5,OC_381,OC_381_Litsea_cubeba,5,1,0,0
OC_381_Litsea_cubeba_Coll_2,OC,381,Litsea_cubeba,Coll_2,0,5,OC_381,OC_381_Litsea_cubeba,5,1,0,0
OC_381_Litsea_cubeba_Coll_3,OC,381,Litsea_cubeba,Coll_3,0,5,OC_381,OC_381_Litsea_cubeba,5,1,0,0
OC_381_Litsea_cubeba_Coll_4,OC,381,Litsea_cubeba,Coll_4,0,5,OC_381,OC_381_Litsea_cubeba,5,1,0,0
OC_381_Litsea_cubeba_Coll_5,OC,381,Litsea_cubeba,Coll_5,0,5,OC_381,OC_381_Litsea_cubeba,5,1,0,0
OC_381_Litsea_cubeba_Coll_6,OC,381,Litsea_cubeba,Coll_6,0,5,OC_381,OC_381_Litsea_cubeba,5,1,0,0
OC_405_Castanopsis_mekongensis_Coll_1,OC,405,Castanopsis_mekongensis,Coll_1,0,5,OC_405,OC_405_Castanopsis_mekongensis,5,1,0,0
OC_405_Castanopsis_mekongensis_Coll_2,OC,405,Castanopsis_mekongensis,Coll_2,0,5,OC_405,OC_405_Castanopsis_mekongensis,5,1,0,0
OC_405_Castanopsis_mekongensis_Coll_3,OC,405,Castanopsis_mekongensis,Coll_3,0,5,OC_405,OC_405_Castanopsis_mekongensis,5,1,0,0
OC_405_Castanopsis_mekongensis_Coll_4,OC,405,Castanopsis_mekongensis,Coll_4,0,5,OC_405,OC_405_Castanopsis_mekongensis,5,1,0,0
OC_405_Castanopsis_mekongensis_Coll_5,OC,405,Castanopsis_mekongensis,Coll_5,0,5,OC_405,OC_405_Castanopsis_mekongensis,5,1,0,0
OC_405_Castanopsis_mekongensis_Coll_6,OC,405,Castanopsis_mekongensis,Coll_6,0,5,OC_405,OC_405_Castanopsis_mekongensis,5,1,0,0
OC_405_Litsea_cubeba_Coll_1,OC,405,Litsea_cubeba,Coll_1,0,3,OC_405,OC_405_Litsea_cubeba,3,1,2,2
OC_405_Litsea_cubeba_Coll_2,OC,405,Litsea_cubeba,Coll_2,0,5,OC_405,OC_405_Litsea_cubeba,5,1,0,0
OC_405_Litsea_cubeba_Coll_3,OC,405,Litsea_cubeba,Coll_3,0,5,OC_405,OC_405_Litsea_cubeba,5,1,0,0
OC_405_Litsea_cubeba_Coll_4,OC,405,Litsea_cubeba,Coll_4,0,5,OC_405,OC_405_Litsea_cubeba,5,1,0,0
OC_405_Litsea_cubeba_Coll_5,OC,405,Litsea_cubeba,Coll_5,0,5,OC_405,OC_405_Litsea_cubeba,5,1,0,0
OC_405_Litsea_cubeba_Coll_6,OC,405,Litsea_cubeba,Coll_6,0,5,OC_405,OC_405_Litsea_cubeba,5,1,0,0
OC_49_Castanopsis_mekongensis_Coll_1,OC,49,Castanopsis_mekongensis,Coll_1,0,4,OC_49,OC_49_Castanopsis_mekongensis,4,1,1,1
OC_49_Castanopsis_mekongensis_Coll_2,OC,49,Castanopsis_mekongensis,Coll_2,0,4,OC_49,OC_49_Castanopsis_mekongensis,4,1,1,1
OC_49_Castanopsis_mekongensis_Coll_3,OC,49,Castanopsis_mekongensis,Coll_3,0,3,OC_49,OC_49_Castanopsis_mekongensis,3,1,1,1
OC_49_Castanopsis_mekongensis_Coll_4,OC,49,Castanopsis_mekongensis,Coll_4,0,3,OC_49,OC_49_Castanopsis_mekongensis,3,1,1,1
OC_49_Castanopsis_mekongensis_Coll_5,OC,49,Castanopsis_mekongensis,Coll_5,0,1,OC_49,OC_49_Castanopsis_mekongensis,1,1,3,3
OC_49_Castanopsis_mekongensis_Coll_6,OC,49,Castanopsis_mekongensis,Coll_6,0,1,OC_49,OC_49_Castanopsis_mekongensis,1,1,3,3
OC_49_Litsea_cubeba_Coll_1,OC,49,Litsea_cubeba,Coll_1,0,5,OC_49,OC_49_Litsea_cubeba,5,1,0,0
OC_49_Litsea_cubeba_Coll_2,OC,49,Litsea_cubeba,Coll_2,0,5,OC_49,OC_49_Litsea_cubeba,5,1,0,0
OC_49_Litsea_cubeba_Coll_3,OC,49,Litsea_cubeba,Coll_3,0,4,OC_49,OC_49_Litsea_cubeba,4,1,1,1
OC_49_Litsea_cubeba_Coll_4,OC,49,Litsea_cubeba,Coll_4,0,2,OC_49,OC_49_Litsea_cubeba,2,1,1,1
OC_49_Litsea_cubeba_Coll_5,OC,49,Litsea_cubeba,Coll_5,0,2,OC_49,OC_49_Litsea_cubeba,2,1,3,3
OC_49_Litsea_cubeba_Coll_6,OC,49,Litsea_cubeba,Coll_6,0,2,OC_49,OC_49_Litsea_cubeba,2,1,3,3
OC_58_Castanopsis_mekongensis_Coll_1,OC,58,Castanopsis_mekongensis,Coll_1,0,5,OC_58,OC_58_Castanopsis_mekongensis,5,1,0,0
OC_58_Castanopsis_mekongensis_Coll_2,OC,58,Castanopsis_mekongensis,Coll_2,0,4,OC_58,OC_58_Castanopsis_mekongensis,4,1,1,1
OC_58_Castanopsis_mekongensis_Coll_3,OC,58,Castanopsis_mekongensis,Coll_3,0,2,OC_58,OC_58_Castanopsis_mekongensis,2,1,3,3
OC_58_Castanopsis_mekongensis_Coll_4,OC,58,Castanopsis_mekongensis,Coll_4,0,2,OC_58,OC_58_Castanopsis_mekongensis,2,1,3,3
OC_58_Castanopsis_mekongensis_Coll_5,OC,58,Castanopsis_mekongensis,Coll_5,0,0,OC_58,OC_58_Castanopsis_mekongensis,0,1,5,5
OC_58_Castanopsis_mekongensis_Coll_6,OC,58,Castanopsis_mekongensis,Coll_6,0,0,OC_58,OC_58_Castanopsis_mekongensis,0,1,5,5
OC_58_Litsea_cubeba_Coll_1,OC,58,Litsea_cubeba,Coll_1,0,5,OC_58,OC_58_Litsea_cubeba,5,1,0,0
OC_58_Litsea_cubeba_Coll_2,OC,58,Litsea_cubeba,Coll_2,0,4,OC_58,OC_58_Litsea_cubeba,4,1,1,1
OC_58_Litsea_cubeba_Coll_3,OC,58,Litsea_cubeba,Coll_3,0,0,OC_58,OC_58_Litsea_cubeba,0,1,5,5
OC_58_Litsea_cubeba_Coll_4,OC,58,Litsea_cubeba,Coll_4,0,1,OC_58,OC_58_Litsea_cubeba,1,1,4,4
OC_7_Castanopsis_mekongensis_Coll_1,OC,7,Castanopsis_mekongensis,Coll_1,0,5,OC_7,OC_7_Castanopsis_mekongensis,5,1,0,0
OC_7_Castanopsis_mekongensis_Coll_2,OC,7,Castanopsis_mekongensis,Coll_2,0,5,OC_7,OC_7_Castanopsis_mekongensis,5,1,0,0
OC_7_Castanopsis_mekongensis_Coll_3,OC,7,Castanopsis_mekongensis,Coll_3,0,2,OC_7,OC_7_Castanopsis_mekongensis,2,1,3,3
OC_7_Castanopsis_mekongensis_Coll_4,OC,7,Castanopsis_mekongensis,Coll_4,0,2,OC_7,OC_7_Castanopsis_mekongensis,2,1,3,3
OC_7_Castanopsis_mekongensis_Coll_5,OC,7,Castanopsis_mekongensis,Coll_5,0,0,OC_7,OC_7_Castanopsis_mekongensis,0,1,5,5
OC_7_Castanopsis_mekongensis_Coll_6,OC,7,Castanopsis_mekongensis,Coll_6,0,0,OC_7,OC_7_Castanopsis_mekongensis,0,1,5,5
OC_7_Litsea_cubeba_Coll_1,OC,7,Litsea_cubeba,Coll_1,0,5,OC_7,OC_7_Litsea_cubeba,5,1,0,0
OC_7_Litsea_cubeba_Coll_2,OC,7,Litsea_cubeba,Coll_2,0,4,OC_7,OC_7_Litsea_cubeba,4,1,1,1
OC_7_Litsea_cubeba_Coll_3,OC,7,Litsea_cubeba,Coll_3,0,2,OC_7,OC_7_Litsea_cubeba,2,1,3,3
OC_7_Litsea_cubeba_Coll_4,OC,7,Litsea_cubeba,Coll_4,0,2,OC_7,OC_7_Litsea_cubeba,2,1,3,3
OC_7_Litsea_cubeba_Coll_5,OC,7,Litsea_cubeba,Coll_5,0,1,OC_7,OC_7_Litsea_cubeba,1,1,4,4
OC_83_Castanopsis_mekongensis_Coll_1,OC,83,Castanopsis_mekongensis,Coll_1,0,5,OC_83,OC_83_Castanopsis_mekongensis,5,1,0,0
OC_83_Castanopsis_mekongensis_Coll_2,OC,83,Castanopsis_mekongensis,Coll_2,0,5,OC_83,OC_83_Castanopsis_mekongensis,5,1,0,0
OC_83_Castanopsis_mekongensis_Coll_3,OC,83,Castanopsis_mekongensis,Coll_3,0,1,OC_83,OC_83_Castanopsis_mekongensis,1,1,4,4
OC_83_Castanopsis_mekongensis_Coll_4,OC,83,Castanopsis_mekongensis,Coll_4,0,0,OC_83,OC_83_Castanopsis_mekongensis,0,1,5,5
OC_83_Castanopsis_mekongensis_Coll_5,OC,83,Castanopsis_mekongensis,Coll_5,0,2,OC_83,OC_83_Castanopsis_mekongensis,2,1,3,3
OC_83_Castanopsis_mekongensis_Coll_6,OC,83,Castanopsis_mekongensis,Coll_6,0,1,OC_83,OC_83_Castanopsis_mekongensis,1,1,4,4
OC_83_Litsea_cubeba_Coll_1,OC,83,Litsea_cubeba,Coll_1,0,5,OC_83,OC_83_Litsea_cubeba,5,1,0,0
OC_83_Litsea_cubeba_Coll_2,OC,83,Litsea_cubeba,Coll_2,0,5,OC_83,OC_83_Litsea_cubeba,5,1,0,0
OC_83_Litsea_cubeba_Coll_3,OC,83,Litsea_cubeba,Coll_3,0,1,OC_83,OC_83_Litsea_cubeba,1,1,4,4
OC_83_Litsea_cubeba_Coll_4,OC,83,Litsea_cubeba,Coll_4,0,1,OC_83,OC_83_Litsea_cubeba,1,1,3,3
OC_83_Litsea_cubeba_Coll_6,OC,83,Litsea_cubeba,Coll_6,0,1,OC_83,OC_83_Litsea_cubeba,1,1,3,3
OC_90_Castanopsis_mekongensis_Coll_1,OC,90,Castanopsis_mekongensis,Coll_1,0,5,OC_90,OC_90_Castanopsis_mekongensis,5,1,0,0
OC_90_Castanopsis_mekongensis_Coll_2,OC,90,Castanopsis_mekongensis,Coll_2,0,5,OC_90,OC_90_Castanopsis_mekongensis,5,1,0,0
OC_90_Castanopsis_mekongensis_Coll_3,OC,90,Castanopsis_mekongensis,Coll_3,0,3,OC_90,OC_90_Castanopsis_mekongensis,3,1,2,2
OC_90_Castanopsis_mekongensis_Coll_4,OC,90,Castanopsis_mekongensis,Coll_4,0,2,OC_90,OC_90_Castanopsis_mekongensis,2,1,3,3
OC_90_Castanopsis_mekongensis_Coll_5,OC,90,Castanopsis_mekongensis,Coll_5,0,1,OC_90,OC_90_Castanopsis_mekongensis,1,1,4,4
OC_90_Castanopsis_mekongensis_Coll_6,OC,90,Castanopsis_mekongensis,Coll_6,0,1,OC_90,OC_90_Castanopsis_mekongensis,1,1,3,3
OC_90_Litsea_cubeba_Coll_1,OC,90,Litsea_cubeba,Coll_1,0,3,OC_90,OC_90_Litsea_cubeba,3,1,2,2
OC_90_Litsea_cubeba_Coll_2,OC,90,Litsea_cubeba,Coll_2,0,5,OC_90,OC_90_Litsea_cubeba,5,1,0,0
OC_90_Litsea_cubeba_Coll_3,OC,90,Litsea_cubeba,Coll_3,0,2,OC_90,OC_90_Litsea_cubeba,2,1,3,3
OC_90_Litsea_cubeba_Coll_4,OC,90,Litsea_cubeba,Coll_4,0,1,OC_90,OC_90_Litsea_cubeba,1,1,4,4
OC_90_Litsea_cubeba_Coll_5,OC,90,Litsea_cubeba,Coll_5,0,0,OC_90,OC_90_Litsea_cubeba,0,1,5,5
OC_90_Litsea_cubeba_Coll_6,OC,90,Litsea_cubeba,Coll_6,0,0,OC_90,OC_90_Litsea_cubeba,0,1,5,5
OL_119_Castanopsis_mekongensis_Coll_1,OL,119,Castanopsis_mekongensis,Coll_1,0,5,OL_119,OL_119_Castanopsis_mekongensis,5,1,0,0
OL_119_Castanopsis_mekongensis_Coll_2,OL,119,Castanopsis_mekongensis,Coll_2,0,5,OL_119,OL_119_Castanopsis_mekongensis,5,1,0,0
OL_119_Castanopsis_mekongensis_Coll_3,OL,119,Castanopsis_mekongensis,Coll_3,0,4,OL_119,OL_119_Castanopsis_mekongensis,4,1,1,1
OL_119_Castanopsis_mekongensis_Coll_4,OL,119,Castanopsis_mekongensis,Coll_4,0,3,OL_119,OL_119_Castanopsis_mekongensis,3,1,1,1
OL_119_Castanopsis_mekongensis_Coll_5,OL,119,Castanopsis_mekongensis,Coll_5,0,1,OL_119,OL_119_Castanopsis_mekongensis,1,1,4,4
OL_119_Castanopsis_mekongensis_Coll_6,OL,119,Castanopsis_mekongensis,Coll_6,0,1,OL_119,OL_119_Castanopsis_mekongensis,1,1,4,4
OL_119_Litsea_cubeba_Coll_1,OL,119,Litsea_cubeba,Coll_1,0,3,OL_119,OL_119_Litsea_cubeba,3,1,2,2
OL_119_Litsea_cubeba_Coll_2,OL,119,Litsea_cubeba,Coll_2,0,4,OL_119,OL_119_Litsea_cubeba,4,1,1,1
OL_119_Litsea_cubeba_Coll_3,OL,119,Litsea_cubeba,Coll_3,0,2,OL_119,OL_119_Litsea_cubeba,2,1,1,1
OL_119_Litsea_cubeba_Coll_4,OL,119,Litsea_cubeba,Coll_4,0,1,OL_119,OL_119_Litsea_cubeba,1,1,2,2
OL_126_Castanopsis_mekongensis_Coll_1,OL,126,Castanopsis_mekongensis,Coll_1,0,3,OL_126,OL_126_Castanopsis_mekongensis,3,1,2,2
OL_126_Castanopsis_mekongensis_Coll_2,OL,126,Castanopsis_mekongensis,Coll_2,0,4,OL_126,OL_126_Castanopsis_mekongensis,4,1,1,1
OL_126_Castanopsis_mekongensis_Coll_3,OL,126,Castanopsis_mekongensis,Coll_3,0,2,OL_126,OL_126_Castanopsis_mekongensis,2,1,2,2
OL_126_Castanopsis_mekongensis_Coll_4,OL,126,Castanopsis_mekongensis,Coll_4,0,2,OL_126,OL_126_Castanopsis_mekongensis,2,1,2,2
OL_126_Castanopsis_mekongensis_Coll_5,OL,126,Castanopsis_mekongensis,Coll_5,0,2,OL_126,OL_126_Castanopsis_mekongensis,2,1,2,2
OL_126_Castanopsis_mekongensis_Coll_6,OL,126,Castanopsis_mekongensis,Coll_6,0,1,OL_126,OL_126_Castanopsis_mekongensis,1,1,2,2
OL_126_Litsea_cubeba_Coll_1,OL,126,Litsea_cubeba,Coll_1,0,5,OL_126,OL_126_Litsea_cubeba,5,1,0,0
OL_126_Litsea_cubeba_Coll_2,OL,126,Litsea_cubeba,Coll_2,0,4,OL_126,OL_126_Litsea_cubeba,4,1,1,1
OL_126_Litsea_cubeba_Coll_3,OL,126,Litsea_cubeba,Coll_3,0,1,OL_126,OL_126_Litsea_cubeba,1,1,4,4
OL_126_Litsea_cubeba_Coll_4,OL,126,Litsea_cubeba,Coll_4,0,1,OL_126,OL_126_Litsea_cubeba,1,1,4,4
OL_126_Litsea_cubeba_Coll_5,OL,126,Litsea_cubeba,Coll_5,0,2,OL_126,OL_126_Litsea_cubeba,2,1,3,3
OL_126_Litsea_cubeba_Coll_6,OL,126,Litsea_cubeba,Coll_6,0,1,OL_126,OL_126_Litsea_cubeba,1,1,1,1
OL_207_Castanopsis_mekongensis_Coll_1,OL,207,Castanopsis_mekongensis,Coll_1,0,5,OL_207,OL_207_Castanopsis_mekongensis,5,1,0,0
OL_207_Castanopsis_mekongensis_Coll_2,OL,207,Castanopsis_mekongensis,Coll_2,0,4,OL_207,OL_207_Castanopsis_mekongensis,4,1,1,1
OL_207_Castanopsis_mekongensis_Coll_3,OL,207,Castanopsis_mekongensis,Coll_3,0,4,OL_207,OL_207_Castanopsis_mekongensis,4,1,1,1
OL_207_Castanopsis_mekongensis_Coll_4,OL,207,Castanopsis_mekongensis,Coll_4,0,4,OL_207,OL_207_Castanopsis_mekongensis,4,1,1,1
OL_207_Castanopsis_mekongensis_Coll_5,OL,207,Castanopsis_mekongensis,Coll_5,0,3,OL_207,OL_207_Castanopsis_mekongensis,3,1,2,2
OL_207_Castanopsis_mekongensis_Coll_6,OL,207,Castanopsis_mekongensis,Coll_6,0,2,OL_207,OL_207_Castanopsis_mekongensis,2,1,2,2
OL_207_Litsea_cubeba_Coll_1,OL,207,Litsea_cubeba,Coll_1,0,5,OL_207,OL_207_Litsea_cubeba,5,1,0,0
OL_207_Litsea_cubeba_Coll_2,OL,207,Litsea_cubeba,Coll_2,0,5,OL_207,OL_207_Litsea_cubeba,5,1,0,0
OL_207_Litsea_cubeba_Coll_3,OL,207,Litsea_cubeba,Coll_3,0,5,OL_207,OL_207_Litsea_cubeba,5,1,0,0
OL_207_Litsea_cubeba_Coll_4,OL,207,Litsea_cubeba,Coll_4,0,5,OL_207,OL_207_Litsea_cubeba,5,1,0,0
OL_207_Litsea_cubeba_Coll_5,OL,207,Litsea_cubeba,Coll_5,0,4,OL_207,OL_207_Litsea_cubeba,4,1,1,1
OL_207_Litsea_cubeba_Coll_6,OL,207,Litsea_cubeba,Coll_6,0,2,OL_207,OL_207_Litsea_cubeba,2,1,1,1
OL_357_Castanopsis_mekongensis_Coll_1,OL,357,Castanopsis_mekongensis,Coll_1,0,5,OL_357,OL_357_Castanopsis_mekongensis,5,1,0,0
OL_357_Castanopsis_mekongensis_Coll_2,OL,357,Castanopsis_mekongensis,Coll_2,0,5,OL_357,OL_357_Castanopsis_mekongensis,5,1,0,0
OL_357_Castanopsis_mekongensis_Coll_3,OL,357,Castanopsis_mekongensis,Coll_3,0,5,OL_357,OL_357_Castanopsis_mekongensis,5,1,0,0
OL_357_Castanopsis_mekongensis_Coll_4,OL,357,Castanopsis_mekongensis,Coll_4,0,4,OL_357,OL_357_Castanopsis_mekongensis,4,1,1,1
OL_357_Castanopsis_mekongensis_Coll_5,OL,357,Castanopsis_mekongensis,Coll_5,0,2,OL_357,OL_357_Castanopsis_mekongensis,2,1,3,3
OL_357_Castanopsis_mekongensis_Coll_6,OL,357,Castanopsis_mekongensis,Coll_6,0,1,OL_357,OL_357_Castanopsis_mekongensis,1,1,4,4
OL_357_Litsea_cubeba_Coll_1,OL,357,Litsea_cubeba,Coll_1,0,4,OL_357,OL_357_Litsea_cubeba,4,1,1,1
OL_357_Litsea_cubeba_Coll_2,OL,357,Litsea_cubeba,Coll_2,0,5,OL_357,OL_357_Litsea_cubeba,5,1,0,0
OL_357_Litsea_cubeba_Coll_3,OL,357,Litsea_cubeba,Coll_3,0,4,OL_357,OL_357_Litsea_cubeba,4,1,1,1
OL_357_Litsea_cubeba_Coll_4,OL,357,Litsea_cubeba,Coll_4,0,4,OL_357,OL_357_Litsea_cubeba,4,1,1,1
OL_357_Litsea_cubeba_Coll_5,OL,357,Litsea_cubeba,Coll_5,0,3,OL_357,OL_357_Litsea_cubeba,3,1,1,1
OL_357_Litsea_cubeba_Coll_6,OL,357,Litsea_cubeba,Coll_6,0,3,OL_357,OL_357_Litsea_cubeba,3,1,2,2
OL_382_Castanopsis_mekongensis_Coll_1,OL,382,Castanopsis_mekongensis,Coll_1,0,4,OL_382,OL_382_Castanopsis_mekongensis,4,1,1,1
OL_382_Castanopsis_mekongensis_Coll_2,OL,382,Castanopsis_mekongensis,Coll_2,0,5,OL_382,OL_382_Castanopsis_mekongensis,5,1,0,0
OL_382_Castanopsis_mekongensis_Coll_3,OL,382,Castanopsis_mekongensis,Coll_3,0,2,OL_382,OL_382_Castanopsis_mekongensis,2,1,2,2
OL_382_Castanopsis_mekongensis_Coll_4,OL,382,Castanopsis_mekongensis,Coll_4,0,3,OL_382,OL_382_Castanopsis_mekongensis,3,1,1,1
OL_382_Castanopsis_mekongensis_Coll_5,OL,382,Castanopsis_mekongensis,Coll_5,0,3,OL_382,OL_382_Castanopsis_mekongensis,3,1,2,2
OL_382_Castanopsis_mekongensis_Coll_6,OL,382,Castanopsis_mekongensis,Coll_6,0,2,OL_382,OL_382_Castanopsis_mekongensis,2,1,3,3
OL_382_Litsea_cubeba_Coll_1,OL,382,Litsea_cubeba,Coll_1,0,5,OL_382,OL_382_Litsea_cubeba,5,1,0,0
OL_382_Litsea_cubeba_Coll_2,OL,382,Litsea_cubeba,Coll_2,0,5,OL_382,OL_382_Litsea_cubeba,5,1,0,0
OL_382_Litsea_cubeba_Coll_3,OL,382,Litsea_cubeba,Coll_3,0,3,OL_382,OL_382_Litsea_cubeba,3,1,1,1
OL_382_Litsea_cubeba_Coll_4,OL,382,Litsea_cubeba,Coll_4,0,4,OL_382,OL_382_Litsea_cubeba,4,1,1,1
OL_382_Litsea_cubeba_Coll_5,OL,382,Litsea_cubeba,Coll_5,0,4,OL_382,OL_382_Litsea_cubeba,4,1,1,1
OL_382_Litsea_cubeba_Coll_6,OL,382,Litsea_cubeba,Coll_6,0,3,OL_382,OL_382_Litsea_cubeba,3,1,1,1
OL_119_Litsea_cubeba_Coll_4,OL,119,Litsea_cubeba,Coll_5,0,1,OL_119,OL_119_Litsea_cubeba,1,1,3,3
OL_119_Litsea_cubeba_Coll_4,OL,119,Litsea_cubeba,Coll_6,0,1,OL_119,OL_119_Litsea_cubeba,1,1,3,3
CC_75_Litsea_cubeba_Coll_5,CC,75,Litsea_cubeba,Coll_6,0,0,NA,NA,0,1,5,5
