Species,Pos_soil,PLOT,S_PLOT,Number_days,For_type
Lit_cub,down,382,1,730,OL
Cast_mek,up,365,1,730,CC
Lit_cub,up,365,1,730,CC
Cast_mek,down,365,1,730,CC
Lit_cub,down,365,1,730,CC
Cast_mek,up,259,1,730,OC
Lit_cub,up,259,1,730,OC
Cast_mek,down,259,1,730,OC
Lit_cub,down,259,1,730,OC
Cast_mek,up,240,1,730,CC
Lit_cub,up,240,1,730,CC
Cast_mek,down,240,1,730,CC
Lit_cub,down,240,1,730,CC
Cast_mek,up,90,1,730,OC
Lit_cub,up,90,1,730,OC
Cast_mek,down,90,1,730,OC
Lit_cub,down,90,1,730,OC
Cast_mek,up,75,1,730,CC
Lit_cub,up,75,1,730,CC
Cast_mek,down,75,1,730,CC
Lit_cub,down,75,1,730,CC
Cast_mek,up,357,1,730,OL
Lit_cub,up,357,1,730,OL
Cast_mek,down,357,1,730,OL
Lit_cub,down,357,1,730,OL
Cast_mek,up,83,1,730,OC
Lit_cub,up,83,1,730,OC
Cast_mek,down,83,1,730,OC
Lit_cub,down,83,1,730,OC
Cast_mek,up,119,1,730,OL
Lit_cub,up,119,1,730,OL
Cast_mek,down,119,1,730,OL
Lit_cub,down,119,1,730,OL
Cast_mek,up,404,1,730,CC
Lit_cub,up,404,1,730,CC
Cast_mek,down,404,1,730,CC
Lit_cub,down,404,1,730,CC
Cast_mek,up,58,1,730,OC
Lit_cub,up,58,1,730,OC
Cast_mek,down,58,1,730,OC
Lit_cub,down,58,1,730,OC
Cast_mek,up,192,1,730,CC
Lit_cub,up,192,1,730,CC
Cast_mek,down,192,1,730,CC
Lit_cub,down,192,1,730,CC
Cast_mek,up,372,1,730,OC
Lit_cub,up,372,1,730,OC
Cast_mek,down,372,1,730,OC
Lit_cub,down,372,1,730,OC
Cast_mek,up,398,1,730,CC
Lit_cub,up,398,1,730,CC
Cast_mek,down,398,1,730,CC
Lit_cub,down,398,1,730,CC
Cast_mek,up,234,1,730,OC
Lit_cub,up,234,1,730,OC
Cast_mek,down,234,1,730,OC
Lit_cub,down,234,1,730,OC
Cast_mek,up,214,1,730,CC
Lit_cub,up,214,1,730,CC
Cast_mek,down,214,1,730,CC
Lit_cub,down,214,1,730,CC
Cast_mek,up,405,1,730,OC
Lit_cub,up,405,1,730,OC
Cast_mek,down,405,1,730,OC
Lit_cub,down,405,1,730,OC
Cast_mek,up,207,1,730,OL
Lit_cub,up,207,1,730,OL
Cast_mek,down,207,1,730,OL
Lit_cub,down,207,1,730,OL
Cast_mek,up,189,1,730,CC
Lit_cub,up,189,1,730,CC
Cast_mek,down,189,1,730,CC
Lit_cub,down,189,1,730,CC
Cast_mek,up,49,1,730,OC
Lit_cub,up,49,1,730,OC
Cast_mek,down,49,1,730,OC
Lit_cub,down,49,1,730,OC
Cast_mek,up,107,1,730,CC
Lit_cub,up,107,1,730,CC
Cast_mek,down,107,1,730,CC
Lit_cub,down,107,1,730,CC
Cast_mek,up,271,1,730,OC
Lit_cub,up,271,1,730,OC
Cast_mek,down,271,1,730,OC
Lit_cub,down,271,1,730,OC
Cast_mek,up,7,1,730,OC
Lit_cub,up,7,1,730,OC
Cast_mek,down,7,1,730,OC
Lit_cub,down,7,1,730,OC
Cast_mek,up,145,9,1095,OC
Lit_cub,up,145,9,1095,OC
Cast_mek,down,145,9,1095,OC
Lit_cub,down,145,9,1095,OC
Cast_mek,up,217,9,1095,CC
Lit_cub,up,217,9,1095,CC
Cast_mek,down,217,9,1095,CC
Lit_cub,down,217,9,1095,CC
Cast_mek,up,126,9,1095,OL
Lit_cub,up,126,9,1095,OL
Cast_mek,down,126,9,1095,OL
Lit_cub,down,126,9,1095,OL
Cast_mek,up,381,9,1095,OC
Lit_cub,up,381,9,1095,OC
Cast_mek,down,381,9,1095,OC
Lit_cub,down,381,9,1095,OC
Cast_mek,up,382,9,1095,OL
Lit_cub,up,382,9,1095,OL
Cast_mek,down,382,9,1095,OL
Lit_cub,down,382,9,1095,OL
Cast_mek,up,365,9,1095,CC
Lit_cub,up,365,9,1095,CC
Cast_mek,down,365,9,1095,CC
Lit_cub,down,365,9,1095,CC
Cast_mek,up,259,9,1095,OC
Lit_cub,up,259,9,1095,OC
Cast_mek,down,259,9,1095,OC
Lit_cub,down,259,9,1095,OC
Cast_mek,up,240,9,1095,CC
Lit_cub,up,240,9,1095,CC
Cast_mek,down,240,9,1095,CC
Lit_cub,down,240,9,1095,CC
Cast_mek,up,90,9,1095,OC
Lit_cub,up,90,9,1095,OC
Cast_mek,down,90,9,1095,OC
Lit_cub,down,90,9,1095,OC
Cast_mek,up,75,9,1095,CC
Lit_cub,up,75,9,1095,CC
Cast_mek,down,75,9,1095,CC
Lit_cub,down,75,9,1095,CC
Cast_mek,up,357,9,1095,OL
Lit_cub,up,357,9,1095,OL
Cast_mek,down,357,9,1095,OL
Lit_cub,down,357,9,1095,OL
Cast_mek,up,83,9,1095,OC
Lit_cub,up,83,9,1095,OC
Cast_mek,down,83,9,1095,OC
Lit_cub,down,83,9,1095,OC
Cast_mek,up,119,9,1095,OL
Lit_cub,up,119,9,1095,OL
Cast_mek,down,119,9,1095,OL
Lit_cub,down,119,9,1095,OL
Cast_mek,up,404,9,1095,CC
Lit_cub,up,404,9,1095,CC
Cast_mek,down,404,9,1095,CC
Lit_cub,down,404,9,1095,CC
Cast_mek,up,58,9,1095,OC
Lit_cub,up,58,9,1095,OC
Cast_mek,down,58,9,1095,OC
Lit_cub,down,58,9,1095,OC
Cast_mek,up,192,9,1095,CC
Lit_cub,up,192,9,1095,CC
Cast_mek,down,192,9,1095,CC
Lit_cub,down,192,9,1095,CC
Cast_mek,up,372,9,1095,OC
Lit_cub,up,372,9,1095,OC
Cast_mek,down,372,9,1095,OC
Lit_cub,down,372,9,1095,OC
Cast_mek,up,398,9,1095,CC
Lit_cub,up,398,9,1095,CC
Cast_mek,down,398,9,1095,CC
Lit_cub,down,398,9,1095,CC
Cast_mek,up,234,9,1095,OC
Lit_cub,up,234,9,1095,OC
Cast_mek,down,234,9,1095,OC
Lit_cub,down,234,9,1095,OC
Cast_mek,up,214,9,1095,CC
Lit_cub,up,214,9,1095,CC
Cast_mek,down,214,9,1095,CC
Lit_cub,down,214,9,1095,CC
Cast_mek,up,405,9,1095,OC
Lit_cub,up,405,9,1095,OC
Cast_mek,down,405,9,1095,OC
Lit_cub,down,405,9,1095,OC
Cast_mek,up,207,9,1095,OL
Lit_cub,up,207,9,1095,OL
Cast_mek,down,207,9,1095,OL
Lit_cub,down,207,9,1095,OL
Cast_mek,up,189,9,1095,CC
Lit_cub,up,189,9,1095,CC
Cast_mek,down,189,9,1095,CC
Lit_cub,down,189,9,1095,CC
Cast_mek,up,49,9,1095,OC
Lit_cub,up,49,9,1095,OC
Cast_mek,down,49,9,1095,OC
Lit_cub,down,49,9,1095,OC
Cast_mek,up,107,9,1095,CC
Lit_cub,up,107,9,1095,CC
Cast_mek,down,107,9,1095,CC
Lit_cub,down,107,9,1095,CC
Cast_mek,up,271,9,1095,OC
Lit_cub,up,271,9,1095,OC
Cast_mek,down,271,9,1095,OC
Lit_cub,down,271,9,1095,OC
Cast_mek,up,7,9,1095,OC
Lit_cub,up,7,9,1095,OC
Cast_mek,down,7,9,1095,OC
Lit_cub,down,7,9,1095,OC
Cast_mek,up,145,3,1095,OC
Lit_cub,up,145,3,1095,OC
Cast_mek,down,145,3,1095,OC
Lit_cub,down,145,3,1095,OC
Cast_mek,up,217,3,1095,CC
Lit_cub,up,217,3,1095,CC
Cast_mek,down,217,3,1095,CC
Lit_cub,down,217,3,1095,CC
Cast_mek,up,126,3,1095,OL
Lit_cub,up,126,3,1095,OL
Cast_mek,down,126,3,1095,OL
Lit_cub,down,126,3,1095,OL
Cast_mek,up,381,3,1095,OC
Lit_cub,up,381,3,1095,OC
Cast_mek,down,381,3,1095,OC
Lit_cub,down,381,3,1095,OC
Cast_mek,up,382,3,1095,OL
Lit_cub,up,382,3,1095,OL
Cast_mek,down,382,3,1095,OL
Lit_cub,down,382,3,1095,OL
Cast_mek,up,365,3,1095,CC
Lit_cub,up,365,3,1095,CC
Cast_mek,down,365,3,1095,CC
Lit_cub,down,365,3,1095,CC
Cast_mek,up,259,3,1095,OC
Lit_cub,up,259,3,1095,OC
Cast_mek,down,259,3,1095,OC
Lit_cub,down,259,3,1095,OC
Cast_mek,up,240,3,1095,CC
Lit_cub,up,240,3,1095,CC
Cast_mek,down,240,3,1095,CC
Lit_cub,down,240,3,1095,CC
Cast_mek,up,90,3,1095,OC
Lit_cub,up,90,3,1095,OC
Cast_mek,down,90,3,1095,OC
Lit_cub,down,90,3,1095,OC
Cast_mek,up,75,3,1095,CC
Lit_cub,up,75,3,1095,CC
Cast_mek,down,75,3,1095,CC
Lit_cub,down,75,3,1095,CC
Cast_mek,up,357,3,1095,OL
Lit_cub,up,357,3,1095,OL
Cast_mek,down,357,3,1095,OL
Lit_cub,down,357,3,1095,OL
Cast_mek,up,83,3,1095,OC
Lit_cub,up,83,3,1095,OC
Cast_mek,down,83,3,1095,OC
Lit_cub,down,83,3,1095,OC
Cast_mek,up,119,3,1095,OL
Lit_cub,up,119,3,1095,OL
Cast_mek,down,119,3,1095,OL
Lit_cub,down,119,3,1095,OL
Cast_mek,up,404,3,1095,CC
Lit_cub,up,404,3,1095,CC
Cast_mek,down,404,3,1095,CC
Lit_cub,down,404,3,1095,CC
Cast_mek,up,58,3,1095,OC
Lit_cub,up,58,3,1095,OC
Cast_mek,down,58,3,1095,OC
Lit_cub,down,58,3,1095,OC
Cast_mek,up,192,3,1095,CC
Lit_cub,up,192,3,1095,CC
Cast_mek,down,192,3,1095,CC
Lit_cub,down,192,3,1095,CC
Cast_mek,up,372,3,1095,OC
Lit_cub,up,372,3,1095,OC
Cast_mek,down,372,3,1095,OC
Lit_cub,down,372,3,1095,OC
Cast_mek,up,398,3,1095,CC
Lit_cub,up,398,3,1095,CC
Cast_mek,down,398,3,1095,CC
Lit_cub,down,398,3,1095,CC
Cast_mek,up,234,3,1095,OC
Lit_cub,up,234,3,1095,OC
Cast_mek,down,234,3,1095,OC
Lit_cub,down,234,3,1095,OC
Cast_mek,up,214,3,1095,CC
Lit_cub,up,214,3,1095,CC
Cast_mek,down,214,3,1095,CC
Lit_cub,down,214,3,1095,CC
Cast_mek,up,405,3,1095,OC
Lit_cub,up,405,3,1095,OC
Cast_mek,down,405,3,1095,OC
Lit_cub,down,405,3,1095,OC
Cast_mek,up,207,3,1095,OL
Lit_cub,up,207,3,1095,OL
Cast_mek,down,207,3,1095,OL
Lit_cub,down,207,3,1095,OL
Cast_mek,up,189,3,1095,CC
Lit_cub,up,189,3,1095,CC
Cast_mek,down,189,3,1095,CC
Lit_cub,down,189,3,1095,CC
Cast_mek,up,49,3,1095,OC
Lit_cub,up,49,3,1095,OC
Cast_mek,down,49,3,1095,OC
Lit_cub,down,49,3,1095,OC
Cast_mek,up,107,3,1095,CC
Lit_cub,up,107,3,1095,CC
Cast_mek,down,107,3,1095,CC
Lit_cub,down,107,3,1095,CC
Cast_mek,up,271,3,1095,OC
Lit_cub,up,271,3,1095,OC
Cast_mek,down,271,3,1095,OC
Lit_cub,down,271,3,1095,OC
Cast_mek,up,7,3,1095,OC
Lit_cub,up,7,3,1095,OC
Cast_mek,down,7,3,1095,OC
Lit_cub,down,7,3,1095,OC
Cast_mek,up,145,7,1095,OC
Lit_cub,up,145,7,1095,OC
Cast_mek,down,145,7,1095,OC
Lit_cub,down,145,7,1095,OC
Cast_mek,up,217,7,1095,CC
Lit_cub,up,217,7,1095,CC
Cast_mek,down,217,7,1095,CC
Lit_cub,down,217,7,1095,CC
Cast_mek,up,126,7,1095,OL
Lit_cub,up,126,7,1095,OL
Cast_mek,down,126,7,1095,OL
Lit_cub,down,126,7,1095,OL
Cast_mek,up,381,7,1095,OC
Lit_cub,up,381,7,1095,OC
Cast_mek,down,381,7,1095,OC
Lit_cub,down,381,7,1095,OC
Cast_mek,up,382,7,1095,OL
Lit_cub,up,382,7,1095,OL
Cast_mek,down,382,7,1095,OL
Lit_cub,down,382,7,1095,OL
Cast_mek,up,365,7,1095,CC
Lit_cub,up,365,7,1095,CC
Cast_mek,down,365,7,1095,CC
Lit_cub,down,365,7,1095,CC
Cast_mek,up,259,7,1095,OC
Lit_cub,up,259,7,1095,OC
Cast_mek,down,259,7,1095,OC
Lit_cub,down,259,7,1095,OC
Cast_mek,up,240,7,1095,CC
Lit_cub,up,240,7,1095,CC
Cast_mek,down,240,7,1095,CC
Lit_cub,down,240,7,1095,CC
Cast_mek,up,90,7,1095,OC
Lit_cub,up,90,7,1095,OC
Cast_mek,down,90,7,1095,OC
Lit_cub,down,90,7,1095,OC
Cast_mek,up,75,7,1095,CC
Lit_cub,up,75,7,1095,CC
Cast_mek,down,75,7,1095,CC
Lit_cub,down,75,7,1095,CC
Cast_mek,up,357,7,1095,OL
Lit_cub,up,357,7,1095,OL
Cast_mek,down,357,7,1095,OL
Lit_cub,down,357,7,1095,OL
Cast_mek,up,83,7,1095,OC
Lit_cub,up,83,7,1095,OC
Cast_mek,down,83,7,1095,OC
Lit_cub,down,83,7,1095,OC
Cast_mek,up,119,7,1095,OL
Lit_cub,up,119,7,1095,OL
Cast_mek,down,119,7,1095,OL
Lit_cub,down,119,7,1095,OL
Cast_mek,up,404,7,1095,CC
Lit_cub,up,404,7,1095,CC
Cast_mek,down,404,7,1095,CC
Lit_cub,down,404,7,1095,CC
Cast_mek,up,58,7,1095,OC
Lit_cub,up,58,7,1095,OC
Cast_mek,down,58,7,1095,OC
Lit_cub,down,58,7,1095,OC
Cast_mek,up,192,7,1095,CC
Lit_cub,up,192,7,1095,CC
Cast_mek,down,192,7,1095,CC
Lit_cub,down,192,7,1095,CC
Cast_mek,up,372,7,1095,OC
Lit_cub,up,372,7,1095,OC
Cast_mek,down,372,7,1095,OC
Lit_cub,down,372,7,1095,OC
Cast_mek,up,398,7,1095,CC
Lit_cub,up,398,7,1095,CC
Cast_mek,down,398,7,1095,CC
Lit_cub,down,398,7,1095,CC
Cast_mek,up,234,7,1095,OC
Lit_cub,up,234,7,1095,OC
Cast_mek,down,234,7,1095,OC
Lit_cub,down,234,7,1095,OC
Cast_mek,up,214,7,1095,CC
Lit_cub,up,214,7,1095,CC
Cast_mek,down,214,7,1095,CC
Lit_cub,down,214,7,1095,CC
Cast_mek,up,405,7,1095,OC
Lit_cub,up,405,7,1095,OC
Cast_mek,down,405,7,1095,OC
Lit_cub,down,405,7,1095,OC
Cast_mek,up,207,7,1095,OL
Lit_cub,up,207,7,1095,OL
Cast_mek,down,207,7,1095,OL
Lit_cub,down,207,7,1095,OL
Cast_mek,up,189,7,1095,CC
Lit_cub,up,189,7,1095,CC
Cast_mek,down,189,7,1095,CC
Lit_cub,down,189,7,1095,CC
Cast_mek,up,49,7,1095,OC
Lit_cub,up,49,7,1095,OC
Cast_mek,down,49,7,1095,OC
Lit_cub,down,49,7,1095,OC
Cast_mek,up,107,7,1095,CC
Lit_cub,up,107,7,1095,CC
Cast_mek,down,107,7,1095,CC
Lit_cub,down,107,7,1095,CC
Cast_mek,up,271,7,1095,OC
Lit_cub,up,271,7,1095,OC
Cast_mek,down,271,7,1095,OC
Lit_cub,down,271,7,1095,OC
Cast_mek,up,7,7,1095,OC
Lit_cub,up,7,7,1095,OC
Cast_mek,down,7,7,1095,OC
Lit_cub,down,7,7,1095,OC
Cast_mek,up,145,5,1095,OC
Lit_cub,up,145,5,1095,OC
Cast_mek,down,145,5,1095,OC
Lit_cub,down,145,5,1095,OC
Cast_mek,up,217,5,1095,CC
Lit_cub,up,217,5,1095,CC
Cast_mek,down,217,5,1095,CC
Lit_cub,down,217,5,1095,CC
Cast_mek,up,126,5,1095,OL
Lit_cub,up,126,5,1095,OL
Cast_mek,down,126,5,1095,OL
Lit_cub,down,126,5,1095,OL
Cast_mek,up,381,5,1095,OC
Lit_cub,up,381,5,1095,OC
Cast_mek,down,381,5,1095,OC
Lit_cub,down,381,5,1095,OC
Cast_mek,up,382,5,1095,OL
Lit_cub,up,382,5,1095,OL
Cast_mek,down,382,5,1095,OL
Lit_cub,down,382,5,1095,OL
Cast_mek,up,365,5,1095,CC
Lit_cub,up,365,5,1095,CC
Cast_mek,down,365,5,1095,CC
Lit_cub,down,365,5,1095,CC
Cast_mek,up,259,5,1095,OC
Lit_cub,up,259,5,1095,OC
Cast_mek,down,259,5,1095,OC
Lit_cub,down,259,5,1095,OC
Cast_mek,up,240,5,1095,CC
Lit_cub,up,240,5,1095,CC
Cast_mek,down,240,5,1095,CC
Lit_cub,down,240,5,1095,CC
Cast_mek,up,90,5,1095,OC
Lit_cub,up,90,5,1095,OC
Cast_mek,down,90,5,1095,OC
Lit_cub,down,90,5,1095,OC
Cast_mek,up,75,5,1095,CC
Lit_cub,up,75,5,1095,CC
Cast_mek,down,75,5,1095,CC
Lit_cub,down,75,5,1095,CC
Cast_mek,up,357,5,1095,OL
Lit_cub,up,357,5,1095,OL
Cast_mek,down,357,5,1095,OL
Lit_cub,down,357,5,1095,OL
Cast_mek,up,83,5,1095,OC
Lit_cub,up,83,5,1095,OC
Cast_mek,down,83,5,1095,OC
Lit_cub,down,83,5,1095,OC
Cast_mek,up,119,5,1095,OL
Lit_cub,up,119,5,1095,OL
Cast_mek,down,119,5,1095,OL
Lit_cub,down,119,5,1095,OL
Cast_mek,up,404,5,1095,CC
Lit_cub,up,404,5,1095,CC
Cast_mek,down,404,5,1095,CC
Lit_cub,down,404,5,1095,CC
Cast_mek,up,58,5,1095,OC
Lit_cub,up,58,5,1095,OC
Cast_mek,down,58,5,1095,OC
Lit_cub,down,58,5,1095,OC
Cast_mek,up,192,5,1095,CC
Lit_cub,up,192,5,1095,CC
Cast_mek,down,192,5,1095,CC
Lit_cub,down,192,5,1095,CC
Cast_mek,up,372,5,1095,OC
Lit_cub,up,372,5,1095,OC
Cast_mek,down,372,5,1095,OC
Lit_cub,down,372,5,1095,OC
Cast_mek,up,398,5,1095,CC
Lit_cub,up,398,5,1095,CC
Cast_mek,down,398,5,1095,CC
Lit_cub,down,398,5,1095,CC
Cast_mek,up,234,5,1095,OC
Lit_cub,up,234,5,1095,OC
Cast_mek,down,234,5,1095,OC
Lit_cub,down,234,5,1095,OC
Cast_mek,up,214,5,1095,CC
Lit_cub,up,214,5,1095,CC
Cast_mek,down,214,5,1095,CC
Lit_cub,down,214,5,1095,CC
Cast_mek,up,405,5,1095,OC
Lit_cub,up,405,5,1095,OC
Cast_mek,down,405,5,1095,OC
Lit_cub,down,405,5,1095,OC
Cast_mek,up,207,5,1095,OL
Lit_cub,up,207,5,1095,OL
Cast_mek,down,207,5,1095,OL
Lit_cub,down,207,5,1095,OL
Cast_mek,up,189,5,1095,CC
Lit_cub,up,189,5,1095,CC
Cast_mek,down,189,5,1095,CC
Lit_cub,down,189,5,1095,CC
Cast_mek,up,49,5,1095,OC
Lit_cub,up,49,5,1095,OC
Cast_mek,down,49,5,1095,OC
Lit_cub,down,49,5,1095,OC
Cast_mek,up,107,5,1095,CC
Lit_cub,up,107,5,1095,CC
Cast_mek,down,107,5,1095,CC
Lit_cub,down,107,5,1095,CC
Cast_mek,up,271,5,1095,OC
Lit_cub,up,271,5,1095,OC
Cast_mek,down,271,5,1095,OC
Lit_cub,down,271,5,1095,OC
Cast_mek,up,7,5,1095,OC
Lit_cub,up,7,5,1095,OC
Cast_mek,down,7,5,1095,OC
Lit_cub,down,7,5,1095,OC
Cast_mek,up,145,1,1095,OC
Lit_cub,up,145,1,1095,OC
Cast_mek,down,145,1,1095,OC
Lit_cub,down,145,1,1095,OC
Cast_mek,up,217,1,1095,CC
Lit_cub,up,217,1,1095,CC
Cast_mek,down,217,1,1095,CC
Lit_cub,down,217,1,1095,CC
Cast_mek,up,126,1,1095,OL
Lit_cub,up,126,1,1095,OL
Cast_mek,down,126,1,1095,OL
Lit_cub,down,126,1,1095,OL
Cast_mek,up,381,1,1095,OC
Lit_cub,up,381,1,1095,OC
Cast_mek,down,381,1,1095,OC
Lit_cub,down,381,1,1095,OC
Cast_mek,up,382,1,1095,OL
Lit_cub,up,382,1,1095,OL
Cast_mek,down,382,1,1095,OL
Lit_cub,down,382,1,1095,OL
Cast_mek,up,365,1,1095,CC
Lit_cub,up,365,1,1095,CC
Cast_mek,down,365,1,1095,CC
Lit_cub,down,365,1,1095,CC
Cast_mek,up,259,1,1095,OC
Lit_cub,up,259,1,1095,OC
Cast_mek,down,259,1,1095,OC
Lit_cub,down,259,1,1095,OC
Cast_mek,up,240,1,1095,CC
Lit_cub,up,240,1,1095,CC
Cast_mek,down,240,1,1095,CC
Lit_cub,down,240,1,1095,CC
Cast_mek,up,90,1,1095,OC
Lit_cub,up,90,1,1095,OC
Cast_mek,down,90,1,1095,OC
Lit_cub,down,90,1,1095,OC
Cast_mek,up,75,1,1095,CC
Lit_cub,up,75,1,1095,CC
Cast_mek,down,75,1,1095,CC
Lit_cub,down,75,1,1095,CC
Cast_mek,up,357,1,1095,OL
Lit_cub,up,357,1,1095,OL
Cast_mek,down,357,1,1095,OL
Lit_cub,down,357,1,1095,OL
Cast_mek,up,83,1,1095,OC
Lit_cub,up,83,1,1095,OC
Cast_mek,down,83,1,1095,OC
Lit_cub,down,83,1,1095,OC
Cast_mek,up,119,1,1095,OL
Lit_cub,up,119,1,1095,OL
Cast_mek,down,119,1,1095,OL
Lit_cub,down,119,1,1095,OL
Cast_mek,up,404,1,1095,CC
Lit_cub,up,404,1,1095,CC
Cast_mek,down,404,1,1095,CC
Lit_cub,down,404,1,1095,CC
Cast_mek,up,58,1,1095,OC
Lit_cub,up,58,1,1095,OC
Cast_mek,down,58,1,1095,OC
Lit_cub,down,58,1,1095,OC
Cast_mek,up,192,1,1095,CC
Lit_cub,up,192,1,1095,CC
Cast_mek,down,192,1,1095,CC
Lit_cub,down,192,1,1095,CC
Cast_mek,up,372,1,1095,OC
Lit_cub,up,372,1,1095,OC
Cast_mek,down,372,1,1095,OC
Lit_cub,down,372,1,1095,OC
Cast_mek,up,398,1,1095,CC
Lit_cub,up,398,1,1095,CC
Cast_mek,down,398,1,1095,CC
Lit_cub,down,398,1,1095,CC
Cast_mek,up,234,1,1095,OC
Lit_cub,up,234,1,1095,OC
Cast_mek,down,234,1,1095,OC
Lit_cub,down,234,1,1095,OC
Cast_mek,up,214,1,1095,CC
Lit_cub,up,214,1,1095,CC
Cast_mek,down,214,1,1095,CC
Lit_cub,down,214,1,1095,CC
Cast_mek,up,405,1,1095,OC
Lit_cub,up,405,1,1095,OC
Cast_mek,down,405,1,1095,OC
Lit_cub,down,405,1,1095,OC
Cast_mek,up,207,1,1095,OL
Lit_cub,up,207,1,1095,OL
Cast_mek,down,207,1,1095,OL
Lit_cub,down,207,1,1095,OL
Cast_mek,up,189,1,1095,CC
Lit_cub,up,189,1,1095,CC
Cast_mek,down,189,1,1095,CC
Lit_cub,down,189,1,1095,CC
Cast_mek,up,49,1,1095,OC
Lit_cub,up,49,1,1095,OC
Cast_mek,down,49,1,1095,OC
Lit_cub,down,49,1,1095,OC
Cast_mek,up,107,1,1095,CC
Lit_cub,up,107,1,1095,CC
Cast_mek,down,107,1,1095,CC
Lit_cub,down,107,1,1095,CC
Cast_mek,up,271,1,1095,OC
Lit_cub,up,271,1,1095,OC
Cast_mek,down,271,1,1095,OC
Lit_cub,down,271,1,1095,OC
Cast_mek,up,7,1,1095,OC
Lit_cub,up,7,1,1095,OC
Cast_mek,down,7,1,1095,OC
Lit_cub,down,7,1,1095,OC
